Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-25 00:00:00-04:00,214.24891808809048,214.7877920897316,212.95164630742312,213.4306488037109,40268800,0.0,0.0
2025-07-28 00:00:00-04:00,213.5803337758995,214.39861831079745,212.6123704732672,213.6002960205078,37858000,0.0,0.0
2025-07-29 00:00:00-04:00,213.73000061776605,214.3586818606333,210.3770745937549,210.8261260986328,51411700,0.0,0.0
2025-07-30 00:00:00-04:00,211.454797150492,211.9437731540036,207.28358653790625,208.6107940673828,45512500,0.0,0.0
2025-07-31 00:00:00-04:00,208.0519764228089,209.39913099136336,206.72476887181696,207.1339111328125,80698400,0.0,0.0
2025-08-01 00:00:00-04:00,210.4269561886582,213.131269164684,201.07664747870345,201.95480346679688,104434500,0.0,0.0
2025-08-04 00:00:00-04:00,204.0803265791815,207.44325668811337,201.2562704772093,202.9227752685547,75109300,0.0,0.0
2025-08-05 00:00:00-04:00,202.97265486934364,204.908581407206,201.73526982787087,202.49366760253903,44155100,0.0,0.0
2025-08-06 00:00:00-04:00,205.1979708684584,214.9274858636443,205.15804638253505,212.8019561767578,108483100,0.0,0.0
2025-08-07 00:00:00-04:00,218.42014073215765,220.38600300495352,216.12496995802368,219.56771850585935,90224800,0.0,0.0
2025-08-08 00:00:00-04:00,220.36603010589775,230.5146607452676,218.78934791515115,228.86813354492188,113854000,0.0,0.0
2025-08-11 00:00:00-04:00,227.6992650180531,229.3376761213044,224.54232171734583,226.95997619628903,61806100,0.26,0.0
2025-08-12 00:00:00-04:00,227.78917070894937,230.57647717809445,226.8500938879156,229.42758178710935,55626200,0.0,0.0
2025-08-13 00:00:00-04:00,230.8462285986664,234.77241529044048,230.2068337695816,233.10403442382807,69878500,0.0,0.0
2025-08-14 00:00:00-04:00,233.83332460758467,234.89229562265464,230.6264418350812,232.5545654296875,51916300,0.0,0.0
2025-08-15 00:00:00-04:00,233.77337703316005,234.0531046408583,229.11788646444975,231.3657073974609,56038700,0.0,0.0
2025-08-18 00:00:00-04:00,231.4756102221476,232.8942332130852,229.88715369469057,230.66639709472656,37476200,0.0,0.0
2025-08-19 00:00:00-04:00,231.05601964615852,232.64447617946885,229.1278960385577,230.3367156982422,39402600,0.0,0.0
2025-08-20 00:00:00-04:00,229.75726351111015,230.2467944412184,225.55134937034356,225.7911071777344,42263900,0.0,0.0
2025-08-21 00:00:00-04:00,226.05087353353892,226.30063142153253,223.56327948127884,224.68218994140625,30621200,0.0,0.0
2025-08-22 00:00:00-04:00,225.95095699429652,228.8681272027074,225.1916985271248,227.53941345214844,42477800,0.0,0.0
2025-08-25 00:00:00-04:00,226.26065308481304,229.0779292721956,226.01089520624416,226.94000244140625,30983100,0.0,0.0
2025-08-26 00:00:00-04:00,226.65028173376103,229.26775474756235,224.4724002828088,229.08792114257807,54575100,0.0,0.0
2025-08-27 00:00:00-04:00,228.38860049855515,230.676376013076,228.03893336267103,230.26678466796875,31259500,0.0,0.0
2025-08-28 00:00:00-04:00,230.59647266873003,233.1839607581121,229.11789497993007,232.33477783203125,38074700,0.0,0.0
2025-08-29 00:00:00-04:00,232.284813175836,233.15398096397084,231.145917853049,231.9151763916016,39418400,0.0,0.0
2025-09-02 00:00:00-04:00,229.02798202980685,230.6264386017744,226.75019132336067,229.49752807617188,44075600,0.0,0.0
2025-09-03 00:00:00-04:00,236.9802851593088,238.6186963224971,234.133039090421,238.2390594482422,66427800,0.0,0.0
2025-09-04 00:00:00-04:00,238.2190615253141,239.66765417218173,236.51072617258424,239.5477752685547,47549400,0.0,0.0
2025-09-05 00:00:00-04:00,239.7675678194568,241.0862967595893,238.25903569310344,239.45787048339844,54870400,0.0,0.0
2025-09-08 00:00:00-04:00,239.06825064349684,239.9174183063481,236.11111057683257,237.64962768554688,48999500,0.0,0.0
2025-09-09 00:00:00-04:00,236.7704743513664,238.5487492683241,233.13400016518185,234.123046875,66313900,0.0,0.0
2025-09-10 00:00:00-04:00,231.96513778704136,232.19491077497392,225.73117543382176,226.5703582763672,83440800,0.0,0.0
2025-09-11 00:00:00-04:00,226.6602772530751,230.22681187017156,226.43048902665416,229.8072204589844,50208600,0.0,0.0
2025-09-12 00:00:00-04:00,228.9980136278554,234.28288383192944,228.7982103662064,233.84332275390625,55824200,0.0,0.0
2025-09-15 00:00:00-04:00,236.7704766731017,237.95932665324483,234.8023833057073,236.47076416015625,42699500,0.0,0.0
2025-09-16 00:00:00-04:00,236.9502954777413,240.98639147239973,236.09114297984144,237.9193572998047,63421100,0.0,0.0
2025-09-17 00:00:00-04:00,238.73857528095925,239.86748583209587,237.4997706474641,238.7585601806641,46508000,0.0,0.0
2025-09-18 00:00:00-04:00,239.737599946219,240.9664044724694,236.4208079152849,237.64962768554688,44249600,0.0,0.0
2025-09-19 00:00:00-04:00,240.9963687007352,246.0614658116388,239.9773675285625,245.26223754882807,163741300,0.0,0.0
2025-09-22 00:00:00-04:00,248.05953649140056,256.3914711896616,247.8797028858207,255.8319854736328,105517400,0.0,0.0
2025-09-23 00:00:00-04:00,255.63220171436936,257.0907792625319,253.33442606621003,254.18359375,60275200,0.0,0.0
2025-09-24 00:00:00-04:00,254.9728287261993,255.4923293909784,250.79686899703333,252.06564331054688,42303700,0.0,0.0
2025-09-25 00:00:00-04:00,252.9647721258288,256.9209435623003,251.466224879955,256.6212158203125,55202100,0.0,0.0
2025-09-26 00:00:00-04:00,253.8539172209246,257.3505275669758,253.5342198150173,255.2126007080078,46076300,0.0,0.0
2025-09-29 00:00:00-04:00,254.3134727315257,254.75304905914027,252.76497075706976,254.18359375,40127700,0.0,0.0
2025-09-30 00:00:00-04:00,254.61318058017173,255.67215158054225,252.8648753735947,254.38340759277344,37704300,0.0,0.0
2025-10-01 00:00:00-04:00,254.7929996074261,258.53938316103813,254.6831055272507,255.20260620117188,48713900,0.0,0.0
2025-10-02 00:00:00-04:00,256.33149581258533,257.9299523535748,253.9038565188199,256.8809814453125,42630200,0.0,0.0
2025-10-03 00:00:00-04:00,254.42336451804397,258.9889308017334,253.70406057825727,257.7701110839844,49155600,0.0,0.0
2025-10-06 00:00:00-04:00,257.7401350456914,258.819106172963,254.8029951481629,256.44140625,44664100,0.0,0.0
2025-10-07 00:00:00-04:00,256.56129542181253,257.15072039039774,255.18262697514496,256.23162841796875,31955800,0.0,0.0
2025-10-08 00:00:00-04:00,256.2715719294531,258.2696351050741,255.8619653198879,257.8100891113281,36496900,0.0,0.0
2025-10-09 00:00:00-04:00,257.5603136690899,257.75013209688524,252.8948383011137,253.79396057128903,38322000,0.0,0.0
2025-10-10 00:00:00-04:00,254.69310389004832,256.1317117503244,243.76369637579657,245.032470703125,61999100,0.0,0.0
2025-10-13 00:00:00-04:00,249.1384861966953,249.44818352992385,245.32217845998096,247.42015075683597,38142900,0.0,0.0
2025-10-14 00:00:00-04:00,246.36117950382103,248.60900042906025,244.46301046499008,247.5300445556641,35478000,0.0,0.0
2025-10-15 00:00:00-04:00,249.24838988167792,251.5761352503302,247.2303418581919,249.09852600097656,33893600,0.0,0.0
2025-10-16 00:00:00-04:00,248.0095859666744,248.79881419551728,244.8926123625184,247.2103576660156,39777000,0.0,0.0
2025-10-17 00:00:00-04:00,247.77980070207627,253.13461023404025,247.03052706557392,252.045654296875,49147000,0.0,0.0
2025-10-20 00:00:00-04:00,255.64218177653177,264.1239650925819,255.3824390623343,261.98602294921875,90483000,0.0,0.0
2025-10-21 00:00:00-04:00,261.6263807259345,265.0330818858,261.5764108568555,262.5155029296875,46695900,0.0,0.0
2025-10-22 00:00:00-04:00,262.3956210979312,262.5954395959732,255.18261234613632,258.19970703125,45015300,0.0,0.0
2025-10-23 00:00:00-04:00,259.6882499566228,260.36758405794774,257.76012648314656,259.3285827636719,32754900,0.0,0.0
2025-10-24 00:00:00-04:00,260.93706434715574,263.87421967110856,258.9290010880386,262.56549072265625,38253700,0.0,0.0
2025-10-27 00:00:00-04:00,264.6234656652487,268.8593494221352,264.3936774471076,268.5496520996094,44888200,0.0,0.0
2025-10-28 00:00:00-04:00,268.7294713644567,269.6286240979669,267.8902885694659,268.7394714355469,41534800,0.0,0.0
2025-10-29 00:00:00-04:00,269.01920560410514,271.1471476128123,266.85129379808274,269.4388122558594,51086700,0.0,0.0
2025-10-30 00:00:00-04:00,271.7265709290392,273.87451306817263,268.2199910571769,271.1371459960937,69886500,0.0,0.0
2025-10-31 00:00:00-04:00,276.721738255342,277.05143573891627,268.89933466249033,270.108154296875,86167100,0.0,0.0
2025-11-03 00:00:00-05:00,270.15812755648943,270.5877038096653,265.9921525413924,268.7894287109375,50194600,0.0,0.0
2025-11-04 00:00:00-05:00,268.0701070960229,271.2270502723956,267.36080327265466,269.7784729003906,49274800,0.0,0.0
2025-11-05 00:00:00-05:00,268.3498399683747,271.43687417180433,266.67147434431234,269.8783874511719,43683100,0.0,0.0
2025-11-06 00:00:00-05:00,267.6305743388968,273.1352174017799,267.6305743388968,269.5087280273437,51204000,0.0,0.0
2025-11-07 00:00:00-05:00,269.5386899523433,272.02629915101613,266.51162568814635,268.2099914550781,48227400,0.0,0.0
2025-11-10 00:00:00-05:00,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,41312400,0.26,0.0
2025-11-11 00:00:00-05:00,269.8099975585937,275.9100036621094,269.79998779296875,275.25,46208300,0.0,0.0
2025-11-12 00:00:00-05:00,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000,0.0,0.0
2025-11-13 00:00:00-05:00,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800,0.0,0.0
2025-11-14 00:00:00-05:00,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300,0.0,0.0
2025-11-17 00:00:00-05:00,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300,0.0,0.0
2025-11-18 00:00:00-05:00,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300,0.0,0.0
2025-11-19 00:00:00-05:00,265.5299987792969,272.2099914550781,265.5,268.5599975585937,40424500,0.0,0.0
2025-11-20 00:00:00-05:00,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600,0.0,0.0
2025-11-21 00:00:00-05:00,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800,0.0,0.0
2025-11-24 00:00:00-05:00,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800,0.0,0.0
2025-11-25 00:00:00-05:00,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200,0.0,0.0
2025-11-26 00:00:00-05:00,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400,0.0,0.0
2025-11-28 00:00:00-05:00,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600,0.0,0.0
2025-12-01 00:00:00-05:00,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700,0.0,0.0
2025-12-02 00:00:00-05:00,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500,0.0,0.0
2025-12-03 00:00:00-05:00,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700,0.0,0.0
2025-12-04 00:00:00-05:00,284.0950012207031,284.7300109863281,278.5899963378906,280.70001220703125,42680947,0.0,0.0
